 57... Kxd3#  ,K x  ,https://lichess.org/L9HzHiX6
 62.   Kxf2#  ,K x ?,https://lichess.org/P0uH3WWo
 68.   Kxb5#  ,K x  ,https://lichess.org/cDqTooxW
 61... Kxe3#  ,K x ?,https://lichess.org/1Pjsqbbe
 39... Kxg5#  ,K x ?,https://lichess.org/vjl3uLJ6
 51... Kxf4#  ,K x ?,https://lichess.org/rwDpublo
 35... Kxf2#  ,K x ?,https://lichess.org/ztOn2ysw
 38.   Kxg6#  ,K x  ,https://lichess.org/eLH0hJdA
 40... Kxb3#  ,K x  ,https://lichess.org/2oVZp3uf
 50... Kxd3#  ,K x ?,https://lichess.org/cnQfHhvM
 43.   Kxe3#  ,K x ?,https://lichess.org/4AdNVYDY
 42.   Kxg3#  ,K x  ,https://lichess.org/dzSF32R8
 68.   Kxf7#  ,K x  ,https://lichess.org/ATUBUGxJ
 41.   Kxf5#  ,K x  ,https://lichess.org/EHbTBZT3
 40.   Kxe3#  ,K x  ,https://lichess.org/cLhmseox
 54... Kxg3#  ,K x  ,https://lichess.org/mUSFEEHP
 52.   Kxd5#  ,K x ?,https://lichess.org/ImC4x91y
 46.   Kxg2#  ,K x  ,https://lichess.org/KUjU6AZB
 42.   Kxc7#  ,K x  ,https://lichess.org/9se4a7IW
 41... Kxe5#  ,K x ?,https://lichess.org/0N4tf3LL
 31.   Kxg4#  ,K x  ,https://lichess.org/iQRcye7H
 47.   Kxg4#  ,K x  ,https://lichess.org/VaWUwpy9
 62... Nd3f2# ,DD  ?,https://lichess.org/sg5Zulu4
 53.   Kxe5#  ,K x ?,https://lichess.org/kACCqda0
 41.   Kxe5#  ,K x ?,https://lichess.org/2ecWfvTN
 56.   Kxb6#  ,K x ?,https://lichess.org/ZoYAIcBq
 34.   Kxe2#  ,K x  ,https://lichess.org/Mm6AQ8ji
 52... Kxg3#  ,K x ?,https://lichess.org/5DaLbZxq
 40.   Kxg4#  ,K x  ,https://lichess.org/3HrtkxRz
 45... Kxc6#  ,K x  ,https://lichess.org/yXuPF5TQ
 81.   Kxg6#  ,K x ?,https://lichess.org/AhqTWxUX
 56.   Kxf4#  ,K x ?,https://lichess.org/FFJsyzgL
 55... Kxh2#  ,K x ?,https://lichess.org/kLVszJXU
 75... Ne5f3# ,DD  ?,https://lichess.org/cD2TOk9Y
 34.   Kxe3#  ,K x  ,https://lichess.org/fW8oPQ48
 53... Kxf5#  ,K x  ,https://lichess.org/yOluGjQv
 40... Kxg6#  ,K x ?,https://lichess.org/ouqEhl6i
 49.   Kxe4#  ,K x  ,https://lichess.org/LTuBwGmc
 58... Kxg3#  ,K x ?,https://lichess.org/SUDA8Djn
 49.   Kxf5#  ,K x  ,https://lichess.org/eLICD4ew
 46... Kxd5#  ,K x  ,https://lichess.org/tEBvYTCa
 45.   Kxf5#  ,K x ?,https://lichess.org/fnew7ewb
 37.   Kxe7#  ,K x  ,https://lichess.org/Kktn6G8u
 59.   Kxe3#  ,K x ?,https://lichess.org/Y0NBBt8Y
 47... Kxe5#  ,K x ?,https://lichess.org/8IJYPwfN
 36... Kxd7#  ,K x  ,https://lichess.org/uw8Rc8xC
 40... Kxd4#  ,K x  ,https://lichess.org/rfazNm0h
 34.   Kxg4#  ,K x ?,https://lichess.org/QYJn4ZwU
 24.   Kxh1#  ,K x  ,https://lichess.org/dTz2Se7a
 66... Kxf7#  ,K x  ,https://lichess.org/kkwR85WP
 46.   Kxe2#  ,K x  ,https://lichess.org/pI6e92qx
 31... Kxg5#  ,K x ?,https://lichess.org/NoouGGaN
 18.   Kxf2#  ,K x  ,https://lichess.org/Oo9l6znN
 44... Kxc2#  ,K x ?,https://lichess.org/B0mgjXuq
 39.   Kxf2#  ,K x  ,https://lichess.org/JgclG2bz
 43... Kxg7#  ,K x  ,https://lichess.org/tagALSiU
 59... Kxe2#  ,K x  ,https://lichess.org/tyEdmPUZ
 35... Kxg6#  ,K x  ,https://lichess.org/VXvgSa4f
 32.   Kxc5#  ,K x  ,https://lichess.org/wyGg8ne6
 44.   Kxg4#  ,K x  ,https://lichess.org/hVlBalhe
 38.   Kxe5#  ,K x ?,https://lichess.org/itsY1F9R
 52... Kxd4#  ,K x ?,https://lichess.org/j2hihXtO
 32.   Kxf6#  ,K x  ,https://lichess.org/ZaO8IgTY
122.   Ne5c6# ,DD   ,https://lichess.org/Wyo1DIgC
 63... Kxb3#  ,K x ?,https://lichess.org/gWzxrqNA
 62.   Kxe6#  ,K x ?,https://lichess.org/OIiWb5ZF
 68... Kxf5#  ,K x ?,https://lichess.org/bOepPc2J
 44... Kxg4#  ,K x  ,https://lichess.org/sGYY3vQK
 40... Kxe7#  ,K x  ,https://lichess.org/UgqHm7xM
 41.   Kxg6#  ,K x  ,https://lichess.org/qvhECBlv
 44... Kxf5#  ,K x  ,https://lichess.org/gSy7KQV5
 31.   Kxe5#  ,K x  ,https://lichess.org/ga2CGmSe
 44... Kxd2#  ,K x  ,https://lichess.org/5fajMNyu
 60... Kxe7#  ,K x ?,https://lichess.org/Iad7hV1s
 52.   Kxd6#  ,K x  ,https://lichess.org/kp2YF1dt
 67.   Kxg6#  ,K x  ,https://lichess.org/tp3eBcK2
 57.   Kxg5#  ,K x ?,https://lichess.org/P0fRCPPO
 36... Kxh3#  ,K x  ,https://lichess.org/cGEQ2sDg
 47... Kxg3#  ,K x ?,https://lichess.org/P0Bs02bi
 50.   Kxf4#  ,K x ?,https://lichess.org/g8UOA4Hs
 69.   Kxe6#  ,K x ?,https://lichess.org/RRunVLKw
 43... Kxg3#  ,K x  ,https://lichess.org/I6In131e
 36... Kxf5#  ,K x  ,https://lichess.org/v1UYb36P
 53... Kxf7#  ,K x  ,https://lichess.org/BXWsDnRP
 43... Kxc5#  ,K x ?,https://lichess.org/nIDNBHOJ
 56.   Kxb6#  ,K x  ,https://lichess.org/OVoAMJua
 38... Kxe5#  ,K x  ,https://lichess.org/TX6m9pcn
 41... Kxg3#  ,K x  ,https://lichess.org/x3uAESHg
 32... Kxg6#  ,K x  ,https://lichess.org/RBC8IaR4
 39... Kxg6#  ,K x ?,https://lichess.org/y815ZQfx
 65.   Kxf6#  ,K x ?,https://lichess.org/rmQFVBHF
 28.   Kxg3#  ,K x  ,https://lichess.org/8gKqkC9h
 41... Kxf5#  ,K x ?,https://lichess.org/KpgzC2o9
 77.   Kxe6#  ,K x  ,https://lichess.org/JYuKFB13
 43... Kxg6#  ,K x  ,https://lichess.org/PhWaPXjq
 54... Kxe3#  ,K x  ,https://lichess.org/HB9nl45O
 41... Kxg5#  ,K x ?,https://lichess.org/B3Bdn8jP
 51.   Kxe7#  ,K x  ,https://lichess.org/rc0RuUdC
 39... Kxf3#  ,K x  ,https://lichess.org/sV05kwjd
 26... Kxg7#  ,K x ?,https://lichess.org/Y1JuxGBh
 54.   Kxg6#  ,K x  ,https://lichess.org/yP9eniJe
 37... Kxd6#  ,K x  ,https://lichess.org/n3nXsz4B
 26.   Kxg2#  ,K x  ,https://lichess.org/9u2VKS9g
 65.   Kxf2#  ,K x ?,https://lichess.org/v2TXxVSF
 62... Kxc4#  ,K x  ,https://lichess.org/oN6bBfzI
 39.   Kxc6#  ,K x ?,https://lichess.org/QTMtBWRy
 40.   Kxg4#  ,K x  ,https://lichess.org/YvLnJB72
 47.   Kxd4#  ,K x  ,https://lichess.org/fsgiO55a
 56.   Kxf7#  ,K x  ,https://lichess.org/ioQdPKqc
 20.   Kxf2#  ,K x ?,https://lichess.org/Lt7Nr0Dz
 57.   Kxh3#  ,K x ?,https://lichess.org/Yt3zL2de
 54.   Kxg6#  ,K x  ,https://lichess.org/8xTurVuT
 46... Kxc2#  ,K x  ,https://lichess.org/EYQNp5Jj
 85.   Nd6f7# ,DD  ?,https://lichess.org/hUd9iq6n
 54.   Kxg5#  ,K x ?,https://lichess.org/Clggj7Kc
 45... Kxf4#  ,K x ?,https://lichess.org/k7p5wnuG
 76.   Kxb5#  ,K x ?,https://lichess.org/QFTHTrNn
 54... Kxe7#  ,K x ?,https://lichess.org/mnggMeIO
 60.   Kxf4#  ,K x ?,https://lichess.org/kRAAmyjY
 48.   Kxd4#  ,K x ?,https://lichess.org/z7aE1voh
 59.   Kxg6#  ,K x  ,https://lichess.org/McFcF5OO
 48... Kxg3#  ,K x  ,https://lichess.org/zJ6DoTtl
 46... Kxf5#  ,K x ?,https://lichess.org/FWFMRb1I
 53... Kxg6#  ,K x ?,https://lichess.org/UnBGGpfk
 45.   Kxg6#  ,K x ?,https://lichess.org/VGkRxVpR
 34.   Kxg2#  ,K x  ,https://lichess.org/ljPJJOzZ
 33.   Kxf3#  ,K x  ,https://lichess.org/bhnCpRFJ
 34... Kxg7#  ,K x ?,https://lichess.org/4utHsiRA
 47.   Kxe3#  ,K x ?,https://lichess.org/1EeK2IBP
 23... Kxf7#  ,K x  ,https://lichess.org/8tDLmokJ
 58.   Kxf2#  ,K x ?,https://lichess.org/MoM9X9ls
 31.   Kxc2#  ,K x ?,https://lichess.org/xvCSXg7L
 52... Kxe3#  ,K x ?,https://lichess.org/mMhGywBB
 53... Kxf3#  ,K x  ,https://lichess.org/mMhGywBB
 53... Kxe3#  ,K x ?,https://lichess.org/mMhGywBB
 64... Kxf4#  ,K x  ,https://lichess.org/zOtzZ19O
 40... Kxd7#  ,K x ?,https://lichess.org/8pVq30Iu
 51.   Kxc4#  ,K x  ,https://lichess.org/cMNfkJJK
 55... Kxg5#  ,K x ?,https://lichess.org/PixF3Ouu
 34... Kxg7#  ,K x  ,https://lichess.org/Jc9Q8jTq
 37... Kxc6#  ,K x  ,https://lichess.org/1KEgOePu
 73.   Kxf5#  ,K x  ,https://lichess.org/RaxfMSmc
 34.   Kxb5#  ,K x  ,https://lichess.org/WGrG5754
 29... Kxh7#  ,K x ?,https://lichess.org/Q3c1GQyR
 37... Kxf7#  ,K x ?,https://lichess.org/uyfuSzXp
 43... Kxg4#  ,K x ?,https://lichess.org/RR4H0tiS
 34.   Kxg5#  ,K x ?,https://lichess.org/wMpYEgrB
 35.   Kxg5#  ,K x  ,https://lichess.org/wMpYEgrB
 78... Kxc4#  ,K x ?,https://lichess.org/9oB3aemq
 56... Kxb4#  ,K x ?,https://lichess.org/kFuiY6jl
 35.   Kxf4#  ,K x ?,https://lichess.org/dDz9AXtN
 53.   Kxf6#  ,K x ?,https://lichess.org/lSu9OYw6
 60.   Kxf7#  ,K x ?,https://lichess.org/C45NmwuA
 38... Kxb3#  ,K x  ,https://lichess.org/YSuT1hiY
 37.   Kxf2#  ,K x ?,https://lichess.org/SZRxvXtB
 47.   Kxg6#  ,K x  ,https://lichess.org/ma0sKhDI
 27.   Kxe2#  ,K x  ,https://lichess.org/SCyqIclA
 39... Kxf6#  ,K x  ,https://lichess.org/gadVBn39
 44.   Kxe2#  ,K x  ,https://lichess.org/jmfWO2nC
 55.   Kxf5#  ,K x ?,https://lichess.org/1zNdeRg1
 46... Kxg6#  ,K x ?,https://lichess.org/Gq6vRbdj
 29... Kxg6#  ,K x  ,https://lichess.org/FOQVACBI
 42... Kxf4#  ,K x  ,https://lichess.org/6O4NK3l9
 42.   Kxg6#  ,K x  ,https://lichess.org/Pe3OZKDe
 38... Kxg5#  ,K x  ,https://lichess.org/4gi8Xubb
 49.   Kxg4#  ,K x ?,https://lichess.org/ZRDpbxTD
 46.   Kxg3#  ,K x ?,https://lichess.org/vPklpjxE
 62... Kxb3#  ,K x  ,https://lichess.org/kt3lQOhc
 22... Kxf7#  ,K x ?,https://lichess.org/0uyfb2gU
 35.   Kxg5#  ,K x ?,https://lichess.org/DktrpBI7
 31... Kxe7#  ,K x ?,https://lichess.org/O4avPVWz
 41... Kxd6#  ,K x ?,https://lichess.org/oWyiNNy5
 43... Kxd6#  ,K x ?,https://lichess.org/oWyiNNy5
 47... Kxd6#  ,K x ?,https://lichess.org/oWyiNNy5
 32.   Kxg3#  ,K x  ,https://lichess.org/2AuUBTsJ
 38... Kxf6#  ,K x  ,https://lichess.org/z0OpwUiz
 49.   Kxc6#  ,K x ?,https://lichess.org/AybcZIPG
 41... Kxf2#  ,K x ?,https://lichess.org/QGlDrCvs
 37... Kxg5#  ,K x  ,https://lichess.org/iAeOMraG
 40... Kxg3#  ,K x ?,https://lichess.org/okiudsCu
 68... Kxe5#  ,K x ?,https://lichess.org/rF2jvm6H
 56.   Kxg5#  ,K x ?,https://lichess.org/3iY829NJ
 48... Kxe3#  ,K x ?,https://lichess.org/NPObQ4p2
 44... Kxg5#  ,K x  ,https://lichess.org/hjSsFxfQ
 42.   Kxh3#  ,K x  ,https://lichess.org/WuE0Vaq0
 45.   Kxc4#  ,K x ?,https://lichess.org/CMSUgJLn
 40.   Kxe5#  ,K x ?,https://lichess.org/lT9DwP7V
 43... Kxf2#  ,K x  ,https://lichess.org/uDZXmAyQ
 51.   Kxe2#  ,K x  ,https://lichess.org/jisJTD3f
 53.   Kxg7#  ,K x ?,https://lichess.org/mi4x759i
 59.   Kxd3#  ,K x ?,https://lichess.org/JZ80xrqh
 64.   Kxc7#  ,K x  ,https://lichess.org/gEamZU5G
 35.   Kxf2#  ,K x  ,https://lichess.org/9q7LGbpN
 37... Kxg6#  ,K x  ,https://lichess.org/uVoVUZOh
 28... Kxf7#  ,K x  ,https://lichess.org/518e8UM4
 18... Kxe5#  ,K x ?,https://lichess.org/periZPp3
 52.   Kxg5#  ,K x ?,https://lichess.org/NR6udY7o
 63... Kxc4#  ,K x ?,https://lichess.org/kZ038aM5
 53... Kxf2#  ,K x  ,https://lichess.org/6TUeaJII
 39... Kxe5#  ,K x ?,https://lichess.org/wYF1VJFJ
 48... Kxg7#  ,K x ?,https://lichess.org/Kvf3hPSE
 47... Kxg3#  ,K x ?,https://lichess.org/S8Rms9VV
 53.   Kxf6#  ,K x ?,https://lichess.org/CFKDQAt4
 41.   Kxe7#  ,K x  ,https://lichess.org/RFBjjtl2
 46.   Kxe6#  ,K x  ,https://lichess.org/lhJcr5f7
 39... Kxf2#  ,K x ?,https://lichess.org/ob30ZLe1
 57... Kxd3#  ,K x ?,https://lichess.org/DI2Czvq1
 36... Kxf7#  ,K x  ,https://lichess.org/Hp0cTjRT
 34... Kxa4#  ,K x ?,https://lichess.org/5aWoVuVE
 32.   Kxe4#  ,K x  ,https://lichess.org/WwJxtxOa
 41... Kxf7#  ,K x ?,https://lichess.org/VP9yWvHn
 31... Kxg5#  ,K x  ,https://lichess.org/Ix0mPaiY
 25.   Kxg3#  ,K x ?,https://lichess.org/qTchy1Wr
 51.   Kxc7#  ,K x ?,https://lichess.org/fqZkuyb1
 31.   Kxf5#  ,K x  ,https://lichess.org/rh9tEZMb
 41... Kxg6#  ,K x  ,https://lichess.org/8TiIvBsC
 50.   Kxg6#  ,K x  ,https://lichess.org/xFQ4fgLy
 66... Kxg3#  ,K x  ,https://lichess.org/WJCog7Cu
 27.   Kxg3#  ,K x  ,https://lichess.org/fauNQ79i
 43... Kxc2#  ,K x  ,https://lichess.org/iIOi2ddm
 66.   Kxf8#  ,K x  ,https://lichess.org/tc9oJ6Lj
 64... Kxd4#  ,K x ?,https://lichess.org/P0kelCQz
 33... Kxc7#  ,K x ?,https://lichess.org/6T7S7RVT
 55.   Kxf5#  ,K x  ,https://lichess.org/eYR5YYLQ
 45.   Kxe6#  ,K x ?,https://lichess.org/btionnQt
 42... Kxe3#  ,K x  ,https://lichess.org/HAD1lxCg
 34.   Kxc7#  ,K x  ,https://lichess.org/q23a1GfB
 35.   Kxf5#  ,K x ?,https://lichess.org/cYIoqmA1
 38... Kxe6#  ,K x  ,https://lichess.org/OHl40LUZ
 47... Kxf7#  ,K x  ,https://lichess.org/sVAGPKhX
 48.   Kxc2#  ,K x ?,https://lichess.org/vJhSqyCf
 33... Kxe6#  ,K x ?,https://lichess.org/E9CQgHhK
 54.   Kxc7#  ,K x ?,https://lichess.org/W9hQZuI9
 33... Kxf6#  ,K x ?,https://lichess.org/DjRjp6pC
 59.   Kxg6#  ,K x ?,https://lichess.org/ar9SwlE1
 50... Kxb3#  ,K x  ,https://lichess.org/h2YbpFen
 36... Kxg6#  ,K x ?,https://lichess.org/lMaPpm7q
 25.   Kxg4#  ,K x  ,https://lichess.org/Cd05ie3A
 38.   Kxg5#  ,K x ?,https://lichess.org/VDqSZhgI
 44.   Kxc4#  ,K x ?,https://lichess.org/kxq3ptHm
 56... Kxf5#  ,K x ?,https://lichess.org/YR9BA3H7
 29.   Kxf3#  ,K x  ,https://lichess.org/5PSTiGOM
 50... Kxc3#  ,K x  ,https://lichess.org/IAPmZ3Tt
 36.   Kxe5#  ,K x  ,https://lichess.org/zBiaVMNP
 30... Kxf7#  ,K x ?,https://lichess.org/9pzov7tj
 54.   Kxb6#  ,K x  ,https://lichess.org/DR2MGuLy
 65... Kxg3#  ,K x ?,https://lichess.org/8xB5COSU
 35... Kxf6#  ,K x ?,https://lichess.org/zxcnBEaW
 28.   Kxd4#  ,K x  ,https://lichess.org/bekb9edr
 21... Kxf7#  ,K x  ,https://lichess.org/sTyuPhz1
 48.   Kxe7#  ,K x ?,https://lichess.org/miJCKBpl
 32... Kxg7#  ,K x  ,https://lichess.org/p20OkhSN
 59.   Kxf7#  ,K x ?,https://lichess.org/ImFUfxQM
 53... Kxf4#  ,K x  ,https://lichess.org/gkgwfmHE
 35.   Kxg2#  ,K x  ,https://lichess.org/Wa7hBEWG
 53... Kxg8#  ,K x ?,https://lichess.org/ls10DX79
 52.   Kxe5#  ,K x ?,https://lichess.org/a3mhPmWc
 43... Kxg6#  ,K x  ,https://lichess.org/46qf4fbn
 36.   Kxd6#  ,K x ?,https://lichess.org/lKngTBCf
 33... Kxc7#  ,K x ?,https://lichess.org/XbsdAFvy
 30.   Kxg3#  ,K x  ,https://lichess.org/BcglO6ER
 47... Kxg3#  ,K x ?,https://lichess.org/7cDdM4Sc
 41... Kxd5#  ,K x ?,https://lichess.org/iWnl9SM0
 26.   Kxd2#  ,K x  ,https://lichess.org/AwUILyuZ
 62... Kxg3#  ,K x  ,https://lichess.org/yEICbT3e
 58... Kxg3#  ,K x  ,https://lichess.org/OTl4yrAZ
 30... Kxc4#  ,K x  ,https://lichess.org/4WaJeDfL
 31.   Kxg2#  ,K x  ,https://lichess.org/t7iT7kw9
 41.   Kxf2#  ,K x ?,https://lichess.org/FxhfefEM
 43.   Kxc4#  ,K x  ,https://lichess.org/oHiyYkgq
 43.   Kxa5#  ,K x ?,https://lichess.org/oHiyYkgq
 57.   Kxf7#  ,K x ?,https://lichess.org/elmSOUod
 75.   Nc8d6# ,DD  ?,https://lichess.org/q3HRd0ym
 62.   Kxf6#  ,K x ?,https://lichess.org/qMvZLOoq
 43.   Kxf6#  ,K x  ,https://lichess.org/FTm2Euc6
 36... Kxg3#  ,K x ?,https://lichess.org/Vy9T29L7
 56.   Kxe6#  ,K x  ,https://lichess.org/OFgbmalM
 56... Kxb5#  ,K x ?,https://lichess.org/kK5EmpjO
 46.   Kxd2#  ,K x  ,https://lichess.org/zGWo3M3F
 59... Kxe7#  ,K x ?,https://lichess.org/fNcP3khQ
 60... Kxe7#  ,K x ?,https://lichess.org/fNcP3khQ
 56.   Kxg6#  ,K x ?,https://lichess.org/wUTvO7Zs
 38.   Kxg3#  ,K x  ,https://lichess.org/9ozaU3D6
 32.   Kxf2#  ,K x ?,https://lichess.org/W7fpbtXl
 33.   Kxf5#  ,K x ?,https://lichess.org/EAui1Qr1
106.   Nd4f3# ,DD  ?,https://lichess.org/TjuaWLcF
 50.   Kxc2#  ,K x ?,https://lichess.org/gkhWHgNL
 51.   Kxc2#  ,K x ?,https://lichess.org/gkhWHgNL
 37... Kxg6#  ,K x ?,https://lichess.org/ccmPdVCa
 48... Kxg7#  ,K x ?,https://lichess.org/0wuIWlTM
 44.   Kxg4#  ,K x  ,https://lichess.org/fXNa7M4z
 64.   Kxb6#  ,K x  ,https://lichess.org/bmmUGypQ
 53... Kxf3#  ,K x ?,https://lichess.org/Adqiru9E
 55... Kxf3#  ,K x ?,https://lichess.org/Adqiru9E
 43... Kxh3#  ,K x  ,https://lichess.org/CQ9SU8Lo
 43... Kxd7#  ,K x  ,https://lichess.org/tAPynPpr
 42.   Kxd2#  ,K x ?,https://lichess.org/5ErCj7fv
 61.   Kxf2#  ,K x ?,https://lichess.org/Ryuh19mM
 35.   Kxd3#  ,K x ?,https://lichess.org/iyiS1OKb
 28... Kxf5#  ,K x ?,https://lichess.org/SnzobFyl
 34... Kxg3#  ,K x  ,https://lichess.org/8BO7FtcI
